https://38.media.tumblr.com/8952c98f05a5f01377ac98c041cfe63e/tumblr_nqofwqgS8d1siem3jo1_r1_400.gif	a sport car is swinging on the race playground
https://38.media.tumblr.com/881416379772a539d5bb311c5bab9cd9/tumblr_nmzcu205yo1qdj2qoo1_500.gif	a woman is laughing and holding a man, the man is not laughing
https://38.media.tumblr.com/88bd6013c943b41c93f685e0577b451c/tumblr_noxbsuCyAg1tjhed2o1_500.gif	a man with lights on his jacket watching a large screen tv
https://38.media.tumblr.com/958810a0e4acd4cf5449f1336382d630/tumblr_nb2k3jDXkx1ttls4yo1_500.gif	the boy walks up to the girl in the hallway and kisses her forehead.
https://38.media.tumblr.com/5aca736de8e550a8eab0d212372439cc/tumblr_nhvd9bsgbE1u7ielzo1_500.gif	a man is talking to a woman while a group of women are watching.
https://38.media.tumblr.com/0061fa264b8503b28b891b91638df2f1/tumblr_n9agmi8tPC1thz47do1_250.gif	a man turns around and blows out breath in disgust
https://38.media.tumblr.com/1c4701383e9e2686e37e9df984d528f4/tumblr_np3jvwNxHX1u1gesoo1_400.gif	a horse is jumping over some barrels.
https://33.media.tumblr.com/ee0ae7492ec58850b480cf79b42af8b2/tumblr_nba9erdYbj1s4ymmoo2_400.gif	a man is laughing and turning his head.
https://31.media.tumblr.com/75377ce012d9d2989632dd6368160d32/tumblr_nar1y9O6tQ1tz9jaqo1_400.gif	a man is pouring a bucket of water on other man while sitting.
https://31.media.tumblr.com/fe3c038454a0b7ddcf563ea4ef5306a4/tumblr_nb0tag2Sc31sr2axwo1_250.gif	a man stares intently and swallows while wearing a business suit.
https://38.media.tumblr.com/2fb3e6235f02a013b16019b0d9918d56/tumblr_nkwi7i4BC51rftdx0o1_400.gif	a person is loading ammunition into a part of a gun
https://38.media.tumblr.com/1e043edb6fc96af7b1a4696206eba5c6/tumblr_ne1j99Cd1M1ta47mio1_250.gif	a man is sitting on a couch and making faces
https://33.media.tumblr.com/5ff916026e966298858b275ebd7fbd45/tumblr_nb70faMADo1tgwlf5o1_250.gif	a guy is slowly walking and gives the peace sign
https://38.media.tumblr.com/20d942f4c5f6e94750cb04f04f35de92/tumblr_nf8cp2EAtb1rtiwmmo1_250.gif	a girl is reading a book while walking.
https://31.media.tumblr.com/8bd2ef460dc463676f2f8fa31b9f399f/tumblr_ni50asP8GE1slwqrso1_250.gif	a man with black and blonde hair is smiling
https://38.media.tumblr.com/54bfccbb162cd7d9a350b82b483422b9/tumblr_nre0ygmiud1urhg9no1_400.gif	a girl is lowering and raising her head
https://33.media.tumblr.com/86d58c8a79dedb3d5bd877a0d607b9fd/tumblr_nbpto8N9UJ1tkisfzo1_500.gif	a boy is looking, and he is pointing his finger.
https://38.media.tumblr.com/03316bee970cca9a66f845872e96469b/tumblr_nfcd09xbXE1tdjuqvo1_400.gif	a cat is jumping up to catch something and falling short.
https://38.media.tumblr.com/bec6b0d64f815acbf221e3cfb489c82c/tumblr_nk4ijsCm9m1tt7yxgo1_250.gif	a young man is sitting and laughing.
https://33.media.tumblr.com/a19779663f28862c8338fbeb079ff5e3/tumblr_nk6r7eWjJa1r51v3fo1_400.gif	a man is trying to ride a garbage can with a skateboard, and he falls.
https://38.media.tumblr.com/aeca84ff08eee7565154802295d92c3e/tumblr_nqdgrxLFvZ1uspy7qo1_400.gif	a guy tries to give food to another guy
https://38.media.tumblr.com/d3398b1e581bbf39276d4690d4d079e5/tumblr_ndj80jP9UY1sfnh08o1_250.gif	a man is running across the grass in front of a cabin.
https://33.media.tumblr.com/18863205a62c56c538273416e770cba7/tumblr_ndg61klBqW1tl5qj2o1_500.gif	a man is turning the steering wheel in his vehicle on a cloudy day.
https://33.media.tumblr.com/0a0b46bc94eb022355022b2b3bb7d938/tumblr_np071hSScF1r81219o2_540.gif	this is a man in a bunny costume and a woman in a cat costume.
https://33.media.tumblr.com/a2abf4a0f416146522c36f34d1da08a7/tumblr_nklmclT3p41tculako1_400.gif	two people are holding each others' little fingers.
https://38.media.tumblr.com/be23662009d0f9d1c65aed306e87e35b/tumblr_nb2sue5DJA1tj8bkdo1_400.gif	the girl with headphones is dancing but she stops to see two girls
https://38.media.tumblr.com/5574c6bf0c8f322cf20c50e849cf2044/tumblr_nh2ddjRdVn1re52qyo1_500.gif	this image is of a girl with blonde hair making faces at someone.
https://31.media.tumblr.com/643174a1e3e0dca82404035bdcee8d55/tumblr_ngwfgtA7Yl1rvg7fao1_400.gif	a girl is smiling and then blows a kiss.
https://33.media.tumblr.com/d33e4a8af5baf3903a06e4dd91cf3e4f/tumblr_nhqfmtY0VV1u6mtaro1_250.gif	a man talks with his hands and moves his glasses up on his face
https://38.media.tumblr.com/978cacfcc0039e5923b9f4be1558e764/tumblr_nca7t61SCR1tmu5ofo1_500.gif	a man plays with a collapsible black cane
https://33.media.tumblr.com/87d51f1be09da3e3835d0f500aaf2476/tumblr_nbjf6kQUhE1svos5ho1_500.gif	a man sweats while he sings into a microphone.
https://38.media.tumblr.com/e12387336d2c3f59217dd728638032f4/tumblr_nhzpxfIsYP1u0xhpdo1_250.gif	a man is swaying his arms whilst a man behind him is shooting a gun
https://33.media.tumblr.com/5a118f8fe92f634bde873833d188ccae/tumblr_np6npym64j1smfzl0o1_1280.gif	a man in a white shirt with a red tie looks up slowly.
https://38.media.tumblr.com/c58af1f6d7952e760326a8e7bbea183e/tumblr_nchdxew8v61rgl329o1_250.gif	a girl with long brown hair puts her hair in her face and sticks out her tongue.
https://33.media.tumblr.com/3f3eca3905de7f0779bdf200d1955964/tumblr_njtvm1ky4S1u9tekro1_500.gif	a woman with large earrings is talking and making a hand gesture
